ID,Name,Parent ID,Level,Description,Tags,Last Updated,Top URLs
1.1.11.2.5,Corporate Investment,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/powering-the-future
1.1.11.2.6,Project finance and FOAK,1.1.11.2,5,,,2025-04-17,https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c
1.1.11.3,Capital Market,1.1.11,4,,,2025-04-17,https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/timing-is-everything-the-working; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.11.3.1,Private Credit,1.1.11.3,5,,,2025-04-17,https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.11.3.2,PE,1.1.11.3,5,,,2025-04-17,https://www.climatedrift.com/p/startups-dont-have-to-fail; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.11.3.3,Endowments,1.1.11.3,5,,,2025-04-17,
1.1.11.4,Ratings,1.1.11,4,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/50-predictions-for-2025-part-3-the
1.1.11.4.1,ESG,1.1.11.4,5,,,2025-04-17,https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.11.4.2,Natural Capital,1.1.11.4,5,,,2025-04-17,https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/timing-is-everything-the-working; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.11.5,Fintech,1.1.11,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/startups-dont-have-to-fail
1.1.11.5.1,Asset Monitoring,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c
1.1.11.5.2,Carbon Credit Tracking,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.11.5.3,Tax Credits & Grants,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.11.5.4,Consumer/Business Financing,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.11.5.4.1,Platform,1.1.11.5.4,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/a-look-at-building-companies
1.1.11.5.5,Consumer,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.11.5.6,Impact Investing,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.11.5.7,Financing,1.1.11.5,5,,,2025-04-17,https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/how-has-the-climate-tech-capital; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.12,Carbon Removal,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1,Solutions,1.1.12,4,,,2025-04-17,https://www.climatedrift.com/p/accelerating-climate-tech; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.12.1.1,Engineered,1.1.12.1,5,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f
1.1.12.1.1.1,Biochar and Biomass Carbon Removal and Storage (BRICS),1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.1.2,Carbon mineralization,1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.1.3,Enhanced weathering,1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/a-look-at-carbon-removal
1.1.12.1.1.4,Direct Air Capture (DAC),1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.1.5,Bioenergy with Carbon Capture and Storage (BECCS),1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.1.6,Soil carbon sequestration,1.1.12.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.2,Nature based,1.1.12.1,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-building-companies; https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.12.1.2.1,Forests,1.1.12.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/why-carbon-engineerings-1-billion; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.12.1.2.1.1,Forestation,1.1.12.1.2.1,7,,,2025-04-17,
1.1.12.1.2.1.2,Tree Engineering,1.1.12.1.2.1,7,,,2025-04-17,https://www.climatedrift.com/p/why-carbon-engineerings-1-billion; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/why-carbon-engineerings-1-billion-d72
1.1.12.1.2.2,Oceans,1.1.12.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/climate-hype-curve-transportation
1.1.12.1.2.2.1,Ocean alkalinity enhancement,1.1.12.1.2.2,7,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc; https://www.climatedrift.com/p/a-guide-to-enteric-methane
1.1.12.1.2.2.2,Mangrove Restoration,1.1.12.1.2.2,7,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market
1.1.12.1.2.3,Wetlands and Peatlands,1.1.12.1.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market
1.1.12.1.3,"Carbon offset verification, monitoring, and creation",1.1.12.1,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.12.1.3.1,Project management platforms,1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/closing-the-loop
1.1.12.1.3.2,Offset project crowdfunding,1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c
1.1.12.1.3.3,Offset APIs,1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/carbon-offsets-explained-part-1
1.1.12.1.3.4,Offsets databases and registries,1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.12.1.3.5,"Offsets marketplaces, exchanges and APIs",1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.12.1.3.6,Verification and Certification,1.1.12.1.3,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/strategic-risks; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
